n,sigma_c,c_mod_T,k,label,certifiable
2504220,0.007185755530372262,84.79999999983988,28168.0,run34,1
2504309,0.007182175060734153,84.89999999983988,28169.0,run34,1
2504398,0.007178594591096044,84.99999999983987,28170.0,run34,1
2504487,0.007175014587119222,85.09999999983987,28171.0,run34,1
2504576,0.0071714345831424,85.19999999983986,28172.0,run34,1
2504664,0.007249056128785014,84.29999999983986,28173.0,run34,1
2504753,0.007245473330840468,84.39999999983985,28174.0,run34,1
2504842,0.00724189099855721,84.49999999983984,28175.0,run34,1
2504931,0.0072383086662739515,84.59999999983984,28176.0,run34,1
2505020,0.00723472679965198,84.69999999983983,28177.0,run34,1
2505109,0.007231145398691297,84.79999999983983,28178.0,run34,1
2505198,0.007227563997730613,84.89999999983982,28179.0,run34,1
2505287,0.007223982596769929,84.99999999983982,28180.0,run34,1
2505376,0.00722040212713182,85.09999999983981,28181.0,run34,1
2505465,0.0072168216574937105,85.1999999998398,28182.0,run34,1
2505554,0.007213241187855601,85.2999999998398,28183.0,run34,1
2505643,0.007209661183878779,85.39999999983979,28184.0,run34,1
2505732,0.007206081645563245,85.49999999983979,28185.0,run34,1
2505821,0.0072025025729089975,85.59999999983978,28186.0,run34,1
2505910,0.00719892350025475,85.69999999983978,28187.0,run34,1
2505999,0.007195344427600503,85.79999999983977,28188.0,run34,1
2506088,0.007191765820607543,85.89999999983976,28189.0,run34,1
2506177,0.00718818767927587,85.99999999983976,28190.0,run34,1
2506266,0.007184609537944198,86.09999999983975,28191.0,run34,1
2506355,0.007181031862273812,86.19999999983975,28192.0,run34,1
2506444,0.007177454652264714,86.29999999983974,28193.0,run34,1
2506533,0.007173877442255616,86.39999999983974,28194.0,run34,1
2506622,0.0071703006979078054,86.49999999983973,28195.0,run34,1
2506711,0.007166723953559995,86.59999999983972,28196.0,run34,1
2506799,0.007244278909638524,85.69999999983972,28197.0,run34,1
2506888,0.0072406993713229895,85.79999999983971,28198.0,run34,1
2506977,0.007237120298668742,85.89999999983971,28199.0,run34,1
2507066,0.007233541226014495,85.9999999998397,28200.0,run34,1
2507155,0.007229962619021535,86.0999999998397,28201.0,run34,1
2507244,0.007226384477689862,86.19999999983969,28202.0,run34,1
2507333,0.00722280633635819,86.29999999983968,28203.0,run34,1
2507422,0.007219228660687804,86.39999999983968,28204.0,run34,1
2507511,0.007215650985017419,86.49999999983967,28205.0,run34,1
2507600,0.007212073775008321,86.59999999983967,28206.0,run34,1
2507689,0.007208496564999223,86.69999999983966,28207.0,run34,1
2507778,0.007204919820651412,86.79999999983966,28208.0,run34,1
2507867,0.007201343541964889,86.89999999983965,28209.0,run34,1
2507956,0.0071977677289396524,86.99999999983964,28210.0,run34,1
2508045,0.007194191450253129,87.09999999983964,28211.0,run34,1
2508134,0.00719061610288918,87.19999999983963,28212.0,run34,1
2508223,0.007187040755525231,87.29999999983963,28213.0,run34,1
2508312,0.00718346587382257,87.39999999983962,28214.0,run34,1
2508401,0.007179890992119908,87.49999999983962,28215.0,run34,1
2508490,0.007176316576078534,87.59999999983961,28216.0,run34,1
2508579,0.007172742625698447,87.6999999998396,28217.0,run34,1
2508668,0.00716916867531836,87.7999999998396,28218.0,run34,1
2508757,0.007165595190599561,87.8999999998396,28219.0,run34,1
2508846,0.007162021705880761,87.99999999983959,28220.0,run34,1
2508934,0.0072395100723952055,87.09999999983958,28221.0,run34,1
2509023,0.007235933793708682,87.19999999983958,28222.0,run34,1
2509112,0.007232357515022159,87.29999999983957,28223.0,run34,1
2509201,0.00722878216765821,87.39999999983957,28224.0,run34,1
2509290,0.007225206820294261,87.49999999983956,28225.0,run34,1
2509379,0.007221631472930312,87.59999999983955,28226.0,run34,1
2509468,0.007218056591227651,87.69999999983955,28227.0,run34,1
2509557,0.0072144821751862764,87.79999999983954,28228.0,run34,1
2509646,0.007210907759144902,87.89999999983954,28229.0,run34,1
2509735,0.007207333808764815,87.99999999983953,28230.0,run34,1
2509824,0.007203760324046016,88.09999999983953,28231.0,run34,1
2509913,0.007200186839327216,88.19999999983952,28232.0,run34,1
2510002,0.007196613820269704,88.29999999983951,28233.0,run34,1
2510091,0.007193040801212192,88.39999999983951,28234.0,run34,1
2510180,0.007189468247815967,88.4999999998395,28235.0,run34,1
2510269,0.007185895694419742,88.5999999998395,28236.0,run34,1
2510358,0.007182323606684804,88.69999999983949,28237.0,run34,1
2510447,0.007178751984611154,88.79999999983949,28238.0,run34,1
2510536,0.007175180362537503,88.89999999983948,28239.0,run34,1
2510625,0.00717160920612514,0.0999999998394685,28241.0,run34,1
2510714,0.0071680385153740644,0.19999999983946282,28242.0,run34,1
